title,label,category_name,article_content,article_date,TOPIC
تسجيل آخر مصور من طائرة مسيرة، يظهر استهدافاً جوياً لسيارة (بيك آب) خلال تحركها قرب مبنى، قبل أن تتابع النيران استهداف عناصر تمكنوا بدا أنهم نجوا من استهداف السيارة، وقال ناشرو التسجيل إنه يظهر عملية استهداف سيارة قاسم سليماني قرب بغداد.
وبحث فريق (تأكد) عن أصل ذلك التسجيل، ليتبيّن أنه سبق وانتشر قبل نحو عشر سنوات على موقع (يوتيوب) تحت عنوان (صاروخ هيلفاير ضد عربة)، دون إضافة أي معلومات أخرى. ولم يتسنّ لفريق (تأكد) التحقق من مكان التسجيل وتوقيته الدقيقين، إلا أن نشره قبل عشر سنوات، ينفي صلته كلياً بعملية استهداف قاسم سليماني التي جرت قبل يومين.

وانتشر تسجيل مصور آخر لعملية استهداف جسم متحرك على الأرض، ولاقى ترويجاً كثيفاً على أنه يصوّر عملية اغتيال قاسم سليماني، لكن تبيّن بعد البحث أن التسجيل قديم، وقد نشره موقع روسي في عام 2012، ولم يتسنّ لفريق (تأكد) التحقّق من مكان وزمان تصوير الفيديو.
ورصدت منصة (تأكد) تسجيلين مصورين، يظهر أحدهما لحظة تنفيذ عملية اغتيال (سليماني) حسب قناة (غارديان نيوز) على يوتيوب التابعة لصحيفة (الغارديان) البريطانية، والتي نقلته عن تلفزيون العهد العراقي، فيما يظهر الآخر موقع العملية بعد تنفيذ الاغتيال.





",الأحد 05 كانون ثاني 2020,Politics
توضيح بخصوص صور لضحايا البرد في لبنان,fake,خطأ,"
تداول ناشطون على مواقع التواصل الاجتماعي مؤخراً صوراً مرتبطة بالعاصفة الثلجية ""نورما"" والتي ضربت مناطق لبنانية حدودية مع سوريا، تضم مخيمات للاجئين السوريين والذين كانوا أكبر المتضررين من العاصفة.

بعض الصور التي يجري نشرها على مواقع التواصل الاجتماعي لم تكن مرتبطة بالعاصفة الثلجية التي تسببت بحسب مكتب مفوضية اللاجئين في عكار بتدمير 15 خيمة من بين 66 تضررت بشكل كامل.
تود منصة تأكد أن تلفت عناية المتابعين إلى أن الصورتين المشار إليهما مرتبطين بحادثة وفاة عائلة سورية أثناء محاولتها العبور بين الحدود السورية اللبنانية، حيث أعلن الجيش اللبناني منتصف شهر كانون الثاني/ يناير 2018 عن مقتل أكثر من 9 سوريين بسبب شدة البرد والثلوج وذلك أثناء محاولتهم الدخول إلى لبنان عبر طرق التهريب.

ونقلت الوكالة الوطنية للأنباء اللبنانية حينها عن الجيش اللبناني أنه تم العثور على جثث لتسعة سوريين بينهم أطفال ونساء متجمدة حتى الموت في الثلوج في جرود منطقة “الصويري – المصنع” على الحدود اللبنانية السورية بينما تم نقل 6 أشخاص آخرين إلى المستشفى قبل أن يفارق أحدهم الحياة.
ويعيش اللاجئون السوريون في المخيمات الواقعة قرب الحدود السورية اللبنانية ظروفاً إنسانية صعبة نتيجة انخفاض درجات الحرارة وتساقط الثلوج، ما دفع ناشطون على مواقع التواصل الاجتماعي إلى إطلاق حملات ومبادرات تطوعية لتأمين مستلزمات التدفئة لهم ونقل بعضهم إلى مراكز إيواء مؤقتة.




",السبت 12 كانون ثاني 2019,Politics
الشرطة التي سرقت المحال التجارية في هذا التسجيل ليست إيرانية,fake,خطأ,"
تداولت صفحات إخبارية وحسابات شخصية على مواقع التواصل الاجتماعي أمس، تسجيلاً مصوراً يظهر مجموعة رجال يرتدون زي الشرطة كانوا يسرقون محتويات أحد المحال التجارية.
وقال ناشرو التسجيل المُصور بواسطة كاميرات مراقبة مثبته في المحل الذي تعرض للسرقة، إن الرجال الذين يظهرون خلال التسجيل يتبعون لعناصر شرطة مكافحة الشغب الإيرانية.
وخلال بحث عكسي أجرته منصة تأكد عن التسجيل المشار إليه، تبين أنه مصدره العاصمة المكسيكية ""Messico""، والذي أثار ضجة في البلاد بعد أن عرضت قنوات تلفزيونية التسجيل المشار إليه والذي يظهر عناصر من الشرطة المكسيكية يسرقون عدة محال تجارية أثناء تنفيذ عملية في أحد أسواق البلاد بتاريخ 26/12/2017.
وقالت السلطات المكسيكية بعد ذلك على لسان المديرة العامة للشؤون الداخلية في الأمانة العامة للأمن العام، إنها تلقت رسائل على تويتر وعن طريق البريد الإلكتروني تتضمن شكاوي وتقارير عن ""الأداء غير المناسب لعناصر الشرطة""، أثناء العملية التي نفذتها بذلك اليوم.
وأشارت السلطات المكسيكية إلى أنها ستنظر في فرض عقوبات على المتورطين بـ""الجرائم المرتكبة""، ويمكن أن تتراوح عقوباتهم بين التصويبات التأديبية والفصل من خلال مجلس الشرف والعدالة في شرطة العاصمة.




",الثلاثاء 02 كانون ثاني 2018,Politics
هذا الفيديو لا علاقه له بقيادة المرأة للسيارة في السعودية,fake,خطأ,"
تداولت صفحات وحسابات شخصية على وسائل التواصل الاجتماعي شريط فيديو على ""يوتيوب"" يظهر حشداً من رجال يهجمون على سيارة سوداء بينما يتعالى صراخ نساء.

الفيديو المنشور بدقة ضعيفة (144P) قال ناشروه إنه لهجوم شباب على نساء، وانزالهن عنوة من السيارة، فيما وصفوه بانفلات أمني في السعودية بعد قرار السلطات بالسماح للمرأة بقيادة السيارة.

وخلال بحث أجرته تأكد تبين أن الفيديو منشور بدقة جيدة (480P) على ""يوتيوب"" بتاريخ تشرين الأول/أكتوبر 2014، وقال ناشرو الفيديو في الشرح المرفق: ""شاب مبتز يحمل سلاحاً نارياً يطارد فتاه، داخل أحد المولات الشهيرة بالرياض فتم القبض عليه"".



وتشير تأكد أنها لا تستطيع معرفة حقيقة الفيديو، إلا أن وجوده على الإنترنت منذ العام 2014 ينفي أن يكون من تبعات قرار السلطات السعودية السماح للمرأة بقيادة السيارة.



",الجمعة 06 تشرين أول 2017,Politics
"صورة قديمة تنتشر مؤخّراً على أنها ""مضادات طائرات"" تم تسليمها لفصائل المعارضة",fake,خطأ,"
انتشرت صورة لسبعة أشخاص يرتدي ثلاثة منهم ملابس عسكرية يحملون على أكتافهم صواريخ تبدو أنها صواريخ مضادة للطائرات.
وقال ناشرو الصورة إن الصواريخ الظاهرة فيها سُلّمت للمعارضة المسلحة في سوريا مؤخراً، و فسّرها ناشطون على صفحاتهم الشخصية على أنها السبب الذي دفع الطيران الروسي للانسحاب من سوريا.
و بدورها بحثت تأكد عن مصدر الصورة وتاريخ نشرها، و تبين أنها نشرت لأول مرة عام 2013، و قال ناشرو الصورة في ذلك الوقت إنها تعود لفصائل شمال مدينة حلب حينها، حيث لم يكن التدخل الروسي معلناً في ذلك الحين.
تأكد .. لأن الخبر أمانة



",الثلاثاء 19 نيسان 2016,Politics
هل رفضت رئيسة البرلمان الفرنسي الوقوف دقيقة صمت على أرواح المهاجرين؟,fake,انحياز,"
",الجمعة 23 حزيران 2023,Politics
السيف الذي قبله رئيس وزراء مولدوفا في هذه الصورة ليس لـ(سليمان القانوني),fake,انحياز,"
",الجمعة 27 تشرين ثاني 2020,Politics
هذه الراجمات لم تقصف مواقع قوات الأسد بريف حماة,fake,انحياز,"
نشرت صفحات وحسابات إخبارية على مواقع التواصل الاجتماعي اليوم تسجيلاً مصوراً، يظهر راجمات صواريخ متمركزة في منطقة جبلية وترمي بكثافة.

وقال ناشرو التسجيل، إن الراجمات التي تظهر بالتسجيل تابعة لفصائل المعارضة السورية المسلحة، وإنها تستهدف مواقع لقوات الأسد بريف حماة رداً على قصف الأخيرة مناطق بريف إدلب، والذي تسبب بسقوط قتلى وجرحى في صفوف المدنيين.


وخلال بحث عكسي أجرته منصة تأكد عن التسجيل، تبين أنه منشور على موقع يوتيوب منذ تاريخ 20/11/2012 تحت عنوان ""قصف عنيف من راجمات الصوايخ تستهدف مدينة داريا"".
وتتعرض مناطق بريف إدلب وحماة مؤخراً لقصف عنيف، أدى إلى مقتل 23 مدنياً على الأقل في مدن خان شيخون ومعرة النعمان وقلعة المضيق.




",السبت 16 شباط 2019,Politics
فيديو صناديق الأموال بشعار الصليب الأحمر ليس في سوريا,fake,انحياز,"
تداولت حسابات شخصية وصفحات إخبارية موالية لنظام بشار الأسد تسجيلاً مصوراً، يظهر صناديق معدنية مليئة بالأموال، تحمل شعار منظمة الصليب الأحمر الدولي ICRC.
الحسابات التي نشرت التسجيل قالت إن الأموال ارسلتها تركيا إلى ""إرهابيي داعش والنصرة في سوريا"" عبر شاحنات تابعة للصليب الأحمر.
وخلال تحليل منصة ""تأكد"" لشريط الفيديو المشار إليه، يظهر في الثانية 1:24 ورقة على أحد الصناديق مكتوب عليها:"" الجماهيرية العربية الليبية الشعبية الاشتراكية العظمى .. طرابلس .. بتاريخ 25/7/2011"".
وخلال البحث تبين أن شريط الفيديو قديم، نشرته عدة حسابات على مواقع التواصل الاجتماعي على أنه من دول مختلفة.
بينما نشر موقع Global News تقريراً حول اختفاء ""مليارات الدولارات"" الليبية بعد مقتل معمر القذافي، وبحسب الموقع فإن محققين من الأمم المتحدة كشفوا عن كمية كبيرة من النقود والذهب خُبأت في بلدان غرب أفريقيا.
وأوضح الموقع أن صور الصناديق مأخوذة في مستودع قرب مدينة اكرا، عاصمة غانا، أواخر العام 2011 وتحتوي الصناديق على نقود تم تهريبها بعد سقوط نظام معمر القذافي.



",الثلاثاء 16 كانون ثاني 2018,Politics
هذا الفيديو ليس من غزة وإنما من قصف النظام السوري على إدلب,fake,تلاعب-بالحقائق,"
",,Politics
هذه الحافلة التي تعرضت لحادث انقلاب لم تكن تقودها امرأة,fake,تلاعب-بالحقائق,"
",الاثنين 19 نيسان 2021,Politics
"هذا الفيديو ليس لنساء ""إسرائيليات"" ترحبن بسيّاح قطريين في تل أبيب",fake,تلاعب-بالحقائق,"
",الاثنين 24 آب 2020,Politics
هل كان الاعتداء بسبب الحجاب ضد فتاتين عربيتين؟,fake,تلاعب-بالحقائق,"
تداولت مواقع وصفحات إخبارية وحسابات شخصية على مواقع التواصل الاجتماعي مؤخراً، تسجيلاً مصوراً يظهر امرأة تحاول نزع حجاب فتاتين في الشارع.
وقال ناشرو التسجيل، إنه يظهر ""اعتداء سيدة تركية عنصرية على فتاتين عربيتين بسبب الحجاب، وحاولت نزع حجابهما، وقالت لهن هذه هي جمهورية تركيا لا يمكنكم أن تعيشوا هنا بهذا الشكل"".
منصة تأكد توضح أن الفتاتين المعتدى عليهما هما تركيتان وليستا عربيتان، والحادثة وقعت يوم الأربعاء الفائت في بلدية ""شوكورفا"" التابعة لولاية أضنة، حيث أقدمت امرأة على مهاجمة الفتاتين ""ياران ديمير"" و ""سمية أوزتكين""، لأنهما محجبتين، موجهة إليهما كلاماً بذيئاً، بحسب ما صرحت إحدى الفتاتين لوكالة إخلاص.
وبحسب وسائل إعلام تركية، ألقت الشرطة التركية القبض على المرأة التي اعتدت على الفتاتين في منزلها الكائن في بلدية ""سايهان"" في أضنة تمهيداً للتحقيق معها وتقديمها للمحاكمة.




",الأحد 31 آذار 2019,Politics
هذه لطفلة ليست ناجية من تحطم الطائرة الأندونيسية,fake,تلاعب-بالحقائق,"
انتشرت على مواقع التواصل الاجتماعي صورة لطفلة قيل إنها الناجية الوحيدة من حادثة الطائرة الأندونيسية التي تحطمت يوم الإثنين الفائت، خلال رحلة قصيرة من العاصمة الإندونيسية جاكرتا إلى بانكال بينانج.
وظهرت في الصورة طفلة بدت بالفعل وكأنها في حالة صدمة، ويحيط بها عدة أشخاص بينهم واحد يرتدي زياً عسكرياً.
تود منصة تأكد أن تشير إلى أن الصورة لا علاقة لها بحادثة سقوط الطائرة الأندونسية التي حصلت مؤخراً، وقد رصد فريق ""تأكد"" ذات الصورة منشورة في شهر تموز الفائت، وقالت بعض المواقع الإخبارية الأندونيسية إن الصورة تعود إلى طفلة تدعى ""ليستاري مايو"" وقد نجت من غرق مركب كان يبحر بين منطقتي ""بيرا"" و ""باماتاتا"".
وتعتبر الطائرات وسيلة نقل أساسية داخل أندونيسيا التي تتكون من ما يزيد على 17 ألف جزيرة بينها نحو 930 جزيرة مأهولة بالسكان.




",السبت 03 تشرين ثاني 2018,Politics
هل يظهر هذا الفيديو رجلا يقوم بشتم كلاوس شواب والنظام العالمي الجديد في اجتماع دافوس 2024,fake,سخرية,"
",الأربعاء 17 كانون ثاني 2024,Politics
الرجل الذي يصفع الناس ليس وزير الصحة الباكستاني ولا الهندي,fake,سخرية,"
",السبت 05 أيلول 2020,Politics
الفيديو قديم وليس لبث مشترك بين قناة إماراتية وأخرى إسرائيلية وتلفزيون البحرين بالتزامن مع الحرب على غزة,fake,خارج-السياق,"
",السبت 16 آذار 2024,Politics
اللقطات التي تظهر توزيع المساعدات على السوريين بشرط شتم السعودية قديمة,fake,خارج-السياق,"
",السبت 18 شباط 2023,Politics
هل تظهر الصورة أطفالاً يحيون الجيش الأوكراني خلال ذهابهم لصد الغزو الروسي؟,fake,خارج-السياق,"
",السبت 26 شباط 2022,Politics
رد وزير الداخلية التركي على مطالب طرد السوريين من بلاده يعود للعام 2019,fake,خارج-السياق,"
",الأربعاء 11 آب 2021,Politics
هذا التسجيل لا يصوّر اعتداء الشرطة الفرنسية على عائلة مسلمة تركية,fake,خارج-السياق,"
",الأحد 08 تشرين ثاني 2020,Politics
هذه الصورة قديمة ولا علاقة لها بجائحة (كورونا),fake,خارج-السياق,"
انتشرت مؤخراً على مواقع التواصل الاجتماعي (فيسبوك وتويتر) صورة تظهر سيدة تحتضن طفلاً، وذكر ناشرو الصورة أن الأم مصابة بفيروس (كورونا - كوفيد 19) وأن طفلها مصاب بالسرطان وهو بين الحياة والموت.
حساب على موقع (فيسبوك) يحمل اسم (محمود حافظ) نشر الصورة صباح الجمعة 24 نيسان/أبريل مرفقاً إياها بتعليق جاء فيه: ""الام مريضه بالكورونا، والطفل مريض بالسرطان، هو بين الحياة و الموت ولم يبقى له إلا الله،إنتهت مهمة الأطباء و بقيت دعواتكم لهم، اللهم حرم النار عن جسد كل من أعاد إرسالها في مجموعة واحدة فقط ليدعي له الجميع"". وحاز المنشور على أكثر من 65 ألف مشاركة خلال ٢٤ ساعة وما يزيد على 40 ألف تفاعل، إضافة إلى أكثر من 80 ألف تعليق معظمها يدعو بالشفاء للسيدة ولطفلها.
الصورة ذاتها مرفقةً بالتعليق ذاته، نشرتها أيضاً عشرات الحسابات، بينهم حساب على (تويتر) يحمل اسم (القنصل المصري) وكذلك حساب على فيسبوك يحمل اسم (وردة).
الصورة قديمة ولا صلة لها بجائحة فيروس (كورونا - كوفيد 19)
فريق (تأكد) بحث عن أصل الصورة، مستعيناً بتقنية البحث العكسي التي يوفرها موقع (TinEye)، وأظهرت نتائج البحث المرتبة من الأقدم إلى الأحدث أن الصورة نُشرت لأول مرة بتاريخ 15 شباط/فبراير 2013 على موقع (magnum photos) وهو موقع عالمي متخصص ببيع الصور، وتظهر الصورة في الموقع مرفقةً بوصف ورد فيه: ""رضيع داخل حجرة 'لتدفق الصفائحي للهواء' (LAF) للحماية من العدوى بعد تعرضه للأشعة قبل إجراء عملية زراعة نخاع العظم - سياتل، واشنطن، الولايات المتحدة الأمريكية عام 1985"" و(بورت غلين) هو المصور الذي التقط الصورة، وقد توفي عام 2008.
ولم يتسنّ لـ(تأكد) الحصول على معلومات حول الحالة الصحية للسيدة الظاهرة في الصورة، لكن التاريخ القديم للصورة، ينفي علاقتها بفيروس (كورونا) الذي بدأ ينتشر مطلع العام الجاري.
ورافق جائحة فيروس (كورونا - كوفيد 19) انتشار أخبار مضللة وصور وتسجيلات مصورة قديمة لكنها منسوبة حديثاً لأزمة فايروس كورونا، ومن بين تلك الأخبار، ادعاء قناة العربية بأن مطار (أتاتورك) في تركيا أغلق بسبب جائحة (كورونا)، وإشاعة أفادت بانتحار رجل أعمال إيطالي بعد أصابة أفراد عائلته بالفيروس، ويمكن الاطلاع على جميع المواد المضللة التي رصدها فريق (تأكد) حول (كورونا) بالضغط على الكلمة المفتاحية كورونا




",السبت 25 نيسان 2020,Politics
ماكرون لم يرتد سترة صفراء اعتذاراً للمحتجين، ولم يتلقَّ بيضة في رأسه مؤخراً,fake,خارج-السياق,"
انتشرت على مواقع التواصل الاجتماعي صورة للرئيس الفرنسي إيمانويل ماكرون مرتدياً سترة صفراء، كما تداولت حسابات وصفحات تسجيلاً مصوراً يظهر قذف ماكرون ببيضة خلال حديثه مع شخص أمام الكاميرا.

وقالت بعض الحسابات التي نشرت صورة ماكرون بالسترة الصفراء، إن ماكرون أراد الاعتذار من مناهضيه الذين عُرفوا مؤخراً بارتداء ستر صفراء، فارتدى سترة تشبه تلك التي يرتدونها معارضوه، وبالتزامن مع ذلك انتشر التسجيل المصور الذي يظهر تلقي ماكرون بيضة في رأسه خلال حديثه مع شخص بجانب الكاميرا.
وبعد بحث أجرته تأكد عن الصورة، تبين انها ملتقطة للرئيس الفرنسي إيمانويل ماكرون في تشرين الاول/ أكتوبر من العام الماضي 2017 خلال زيارته لمعمل تابع لشركة ""ويربول"" لصناعة الأدوات الكهربائية المنزلية.
أما حادثة تلقي ماكرون لبيضة في رأسه، فقد حصلت في آذار من العام 2017 خلال جولة كان يقوم بها ماكرون في معرض زراعي بالعاصمة الفرنسية باريس، قبل أن يصبح رئيساً لفرنسا.
وتشهد باريس مؤخراً احتجاجات واسعة ضد رفع أسعار الوقود في البلاد، وارتفع صوت المحتجين في الأيام الأخيرة أيضاً ضد غلاء المعيشة في فرنسا، وطالب محتجون أيضاً برحيل الرئيس الفرنسي إيمانويل ماكرون.




",الأربعاء 05 كانون أول 2018,Politics
"التسجيل المتداول لمتظاهرين إيرانيين يرفعون ""علم الثورة"" منشور منذ 7 سنوات",fake,خارج-السياق,"
تداولت صفحات ومجموعات إخبارية وحسابات شخصية على مواقع التواصل الاجتماعي مؤخراً، تسجيلاً مصوراً يظهر أشخاصاً يرفعون علم الثورة السورية، فيما أحرق آخرون صورة رأس النظام السوري، بشار الأسد.
وقال ناشرو التسجيل، إن المقطع حديث التصوير وأن المشاركين في الاحتجاجات التي انطلقت في ايران قبل نحو اسبوع ضد النظام الإيراني هم من قاموا برفع العلم وأحرقوا الصورة.
وخلال بحث عكسي أجرته منصة تأكد عن التسجيل المشار إليه، تبين أنه منشور على موقع ""يوتيوب"" منذ تاريخ 11/12/2011 تحت عنوان ""طهران :حرق صورة بشار ورفع علم الثورة السورية"".

ولم يتسن لـ ""تأكد"" التحقق من صحة التسجيل ومكان التقاطه، إلا أن وجوده على شبكة الانترنت منذ نحو 7 سنوات يؤكد أن التسجيل لا يتعلق بالمظاهرات المستمرة في عدة مدن إيرانية منذ نحو اسبوع.



",الأربعاء 03 كانون ثاني 2018,Politics
"هذا الرجل قيادي في ""أحرار الشام"" وليس ناطق باسم تنظيم ""الدولة""",fake,خارج-السياق,"
نشر موقع ""اليمن اليوم"" وناشطون على مواقع التواصل الاجتماعي صورة قالوا إنها للمتحدث الرسمي الجديد أبو الحسن المهاجر، الذي أعلن تنظيم ""الدولة الإسلامية"" تعيينه بشكل رسمي بعد مقتل المتحدث الرسمي السابق أبو محمد العدناني.
تود تأكد أن تلفت عناية المتابعين إلى أن الشخص الذي يظهر بالصورة المرفقة ليست للمتحدث الرسمي الجديد باسم تنظيم ""الدولة الإسلامية"" وإنما هو القيادي في حركة أحرار الشام الإسلامية ومستشار رئيس الجناح السياسي في الحركة ""إياد شعار"" المعروف بلقب ""أبو الحسن المهاجر"".




",الاثنين 05 كانون أول 2016,Politics
التسجيل المتداول لأسرى جيش الأسد في العيس يعود تاريخه لثلاث سنوات,fake,خارج-السياق,"
تداول ناشطون على مواقع التواصل الاجتماعي اليوم، تسجيلاً مُصوراً يُظهر مجموعة من الأسرى الذين قالوا بأن الفصائل المقاتلة في ريف حلب الجنوبي تمكنت اليوم من أسرهم أثناء المعارك التي دارت بينها وبين قوات الأسد والميليشيات الطائفية المساندة لها.
وقامت تَأكّدْ بالتحقق من صحة التسجيل، وتبين أنه قديم ويعود تاريخه لحوالي ثلاث سنوات، حين تمكنت الفصائل المقاتلة في ريف حلب الغربي حينها من أسر عددٍ من مقاتلي نظام الأسد.
يذكر أن مصادر ميدانية نفت لـ تَأكّدْ الأنباء التي تحدثت عن أسر مجموعة من قوات الأسد وميليشياتها اليوم، مؤكدة أن الثوار تمكنوا من أسر عنصرٍ واحد فقط خلال معارك ريف حلب الجنوبي ، مُشيرة إلى أن الأسير يحمل الجنسية اللبنانية.
رابط التسجيل الحقيقي : https://goo.gl/Gb8LiS
تَأكّدْ .. لأن الخبر أمانة



",الأحد 10 نيسان 2016,Politics
هل أطلق الأتراك موقعا إلكترونيا للتحريض على قتل السوريين؟,fake,غير-مؤكد,"
",الأحد 20 آب 2023,Politics
ما حقيقة ادعاء الحجز على أموال أحمد حسون؟,fake,غير-مؤكد,"
",الأحد 17 كانون ثاني 2021,Politics
هذه الآليات العسكرية التركية لم تدخل سوريا,fake,غير-مؤكد,"
تداولت مواقع وصفحات إخبارية وحسابات شخصية على مواقع التواصل الاجتماعي اليوم، صوراً لآليات حفر وجرفات عسكرية تركية لحظة دخولها من بوابة معبر "" جلوة غوزو"" في مدينة الريحانية التركية.
وقال ناشرو الصور، إن الآليات دخلت إلى إدلب عبر معبر ""باب الهوى"" الواقع بالطرف السوري قرب الحدود مع تركيا.
مراسل تأكد في ريف إدلب، نفى دخول أي آلية عسكرية إلى الجانب السوري حتى الساعة، مؤكداً أن الآليات التي جرى تداول صورها لا تزال في الجانب التركي بمعبر ""جلوة غوزو"" المقابل لمعبر ""باب الهوى"" الحدودي.
وأشار المراسل إلى أن حركة عبور الشاحنات التجارية والإغاثية مستمرة في المعبر اليوم، في الوقت الذي يشهد المعبر عودة مئات السوريين إلى تركيا ممن استفادوا من إجازة الأعياد التي منحتها السلطات التركية للسوريين المقيمين على أراضيها.




",الخميس 21 أيلول 2017,Politics
"هل علّق حزب الله صورة زعيمه بموقع مقتل العاروري وكتب عليها ""فداء لنعليك""؟",real,مؤكد,"
التفاصيل
ورد إلى منصة (تأكد) طلبات تحقق حول حقيقة تعليق صورة لزعيم حزب الله اللبناني المدعوم من إيران، حسن نصر الله على موقع استهداف نائب رئيس مكتب حركة حماس السياسي، صالح العاروري، وعدد من قيادات الحركة الفلسطينية في لبنان.
ورصدت المنصة تشكيك وتساؤلات عديدة حول صحة الصورة، وبناء على ذلك أجرى فريق منصة (تأكد) بحثاً عكسياً ومتقدماً حول صحة تعليق الصورة والعبارة المرفقة بها فتبين أنها مؤكدة.
حيث أظهرت النتائج أنّ الصورة صحيحة، وتوصل فريق التحقق إلى مقطع مصور يظهر بوضوح العبارة المشار إليها قبل قيام عدد من أنصار حزب الله اللبناني بقص العبارة والإبقاء على الصورة معلقة حتى لحظة إعداد هذه المادة.
وتداول مقربون من حزب الله اللبناني، منشورات تزعم أن الصورة معدلة رقمياً في محاولة نفي ورود العبارة فتبين أنها ملتقطة بعد قص العبارة وإعادة تصويرها، ويتضح تغيير مقاس وأقطار حجم الصورة بعد القص.
أعلنت حركة المقاومة الإسلامية حماس، الثلاثاء 2 كانون الثاني/ يناير 2024، عن انفجار استهدف الضاحية الجنوبية في العاصمة اللبنانية بيروت، ضمن عملية اغتيال طالت الشيخ صالح محمد العاروري الملقّب بـ أبي محمّد وعدداً من قادة القسام وكوادر حماس.
ونقلت صحيفة ""واشنطن بوست"" عن مسؤول دفاعي أميركي أن إسرائيل هي المسؤولة عن عملية الاغتيال. من جهته، قال ديوان رئاسة الوزراء الإسرائيلية إن بنيامين نتنياهو طالب وزراء حكومته بعدم التعليق على اغتيال العاروري.
وبثت قناة الجزيرة في الثاني من كانون الثاني/ يناير الجاري، مشاهد قالت إنها من اللحظات الأولى لعملية اغتيال القيادي صالح العاروري في الضاحية الجنوبية ببيروت، وذكرت القناة أن الهجوم سبب انفجارين أحدهما استهدف مكتب الحركة والآخر بالسيارات أسفله.
وكانت أطلقت كتائب عز الدين القسام الجناح العسكري لحركة ""حماس"" الفلسطينية معركة تحت مسمى ""طوفان الأقصى"" حيث شنت هجوماً مفاجئاً ضد مواقع ومستوطنات تابعة لجيش الاحتلال الإسرائيلي، يوم السبت 7 تشرين الأول/ أكتوبر 2023، ورد الأخير بشن معركة ""السيوف الحديدية""، وذكرت الفصائل فلسطينية إن عملية ""طوفان الأقصى""، جاءت ردا على ""اعتداءات القوات والمستوطنين الإسرائيليين المتواصلة بحق الشعب الفلسطيني وممتلكاته ومقدساته، ولا سيما المسجد الأقصى في القدس الشرقية المحتلة"".



",الاثنين 08 كانون ثاني 2024,Politics
الصورة التي تظهر تعرض مجدي نعمة (إسلام علوش) للاعتداء والضرب صحيحة وهذا مصدرها,real,مؤكد,"
",الاثنين 01 آذار 2021,Politics
